dataset,comparison,miRNA,n_group_a,n_group_b,group_a_label,group_b_label,mean_group_a_log2,mean_group_b_log2,sd_group_a_log2,sd_group_b_log2,log2FC_groupA_minus_groupB,fold_change_groupA_over_groupB,se_log2FC,welch_t,p_welch,q_bh_welch,p_mann_whitney,auc_groupA_high,auc_bootstrap_ci95_low,auc_bootstrap_ci95_high
GSE150623,DWS_vs_DI,hsa-miR-1247-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.2658996421432097,0.0,0.9949053601656885,0.0,0.2658996421432097,1.202385604721112,0.26589964214320977,0.9999999999999998,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-1266-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.08030248077839001,0.0,0.30046437038073553,0.0,0.08030248077839001,1.0572396821076537,0.08030248077839004,0.9999999999999997,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-1915-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.11205203148103561,0.0,0.4192603112940432,0.0,0.11205203148103561,1.080764379616519,0.11205203148103564,0.9999999999999998,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-3198,14.0,9.0,Dengue with warning signs,Dengue infection,0.1137722090828337,0.0,0.4256966265243741,0.0,0.1137722090828337,1.0820537827174503,0.11377220908283373,0.9999999999999998,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-3622a-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.14379573168970292,0.0,0.5380343616633407,0.0,0.14379573168970292,1.1048080461599037,0.14379573168970294,0.9999999999999998,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-3622b-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.016366888262928005,0.0,0.06123928836748831,0.0,0.016366888262928005,1.0114092571744158,0.016366888262928012,0.9999999999999996,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-4473,14.0,9.0,Dengue with warning signs,Dengue infection,0.18534045575466948,0.0,0.6934804853425081,0.0,0.18534045575466948,1.1370852777221876,0.18534045575466954,0.9999999999999997,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-4491,14.0,9.0,Dengue with warning signs,Dengue infection,0.13307651367532342,0.0,0.49792672039939745,0.0,0.13307651367532342,1.0966297470656456,0.13307651367532347,0.9999999999999996,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-4520-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.11205203148103561,0.0,0.4192603112940432,0.0,0.11205203148103561,1.080764379616519,0.11205203148103564,0.9999999999999998,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-4670-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.08030248077839001,0.0,0.30046437038073553,0.0,0.08030248077839001,1.0572396821076537,0.08030248077839004,0.9999999999999997,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-4802-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.08030248077839001,0.0,0.30046437038073553,0.0,0.08030248077839001,1.0572396821076537,0.08030248077839004,0.9999999999999997,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-4804-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.03417798065671223,0.0,0.1278822937892042,0.0,0.03417798065671223,1.0239732169258735,0.03417798065671224,0.9999999999999998,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-491-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.1137722090828337,0.0,0.4256966265243741,0.0,0.1137722090828337,1.0820537827174503,0.11377220908283373,0.9999999999999998,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-520a-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.03417798065671223,0.0,0.1278822937892042,0.0,0.03417798065671223,1.0239732169258735,0.03417798065671224,0.9999999999999998,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-559,14.0,9.0,Dengue with warning signs,Dengue infection,0.08030248077839001,0.0,0.30046437038073553,0.0,0.08030248077839001,1.0572396821076537,0.08030248077839004,0.9999999999999997,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-5680,14.0,9.0,Dengue with warning signs,Dengue infection,0.08030248077839001,0.0,0.30046437038073553,0.0,0.08030248077839001,1.0572396821076537,0.08030248077839004,0.9999999999999997,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-607,14.0,9.0,Dengue with warning signs,Dengue infection,0.09739520308912529,0.0,0.3644194810747739,0.0,0.09739520308912529,1.0698401132306803,0.09739520308912532,0.9999999999999997,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-643,14.0,9.0,Dengue with warning signs,Dengue infection,0.1137722090828337,0.0,0.4256966265243741,0.0,0.1137722090828337,1.0820537827174503,0.11377220908283373,0.9999999999999998,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-6510-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.18534045575466948,0.0,0.6934804853425081,0.0,0.18534045575466948,1.1370852777221876,0.18534045575466954,0.9999999999999997,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-6857-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.08030248077839001,0.0,0.30046437038073553,0.0,0.08030248077839001,1.0572396821076537,0.08030248077839004,0.9999999999999997,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-933,14.0,9.0,Dengue with warning signs,Dengue infection,0.03417798065671223,0.0,0.1278822937892042,0.0,0.03417798065671223,1.0239732169258735,0.03417798065671224,0.9999999999999998,0.3355612778654227,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-216a-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.059799608746783216,0.0,0.223749647793593,0.0,0.059799608746783216,1.0423209717438,0.059799608746783216,1.0,0.3355612778654228,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-4284,14.0,9.0,Dengue with warning signs,Dengue infection,0.059799608746783216,0.0,0.223749647793593,0.0,0.059799608746783216,1.0423209717438,0.059799608746783216,1.0,0.3355612778654228,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-504-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.042903555208075095,0.0,0.1605304042631578,0.0,0.042903555208075095,1.030185082996535,0.042903555208075095,1.0,0.3355612778654228,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-517b-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.059799608746783216,0.0,0.223749647793593,0.0,0.059799608746783216,1.0423209717438,0.059799608746783216,1.0,0.3355612778654228,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-5582-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.042903555208075095,0.0,0.1605304042631578,0.0,0.042903555208075095,1.030185082996535,0.042903555208075095,1.0,0.3355612778654228,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-5700,14.0,9.0,Dengue with warning signs,Dengue infection,0.059799608746783216,0.0,0.223749647793593,0.0,0.059799608746783216,1.0423209717438,0.059799608746783216,1.0,0.3355612778654228,0.5062922881274423,,0.5357142857142857,,
GSE150623,DWS_vs_DI,hsa-miR-541-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.09265148347001176,0.4518346587721436,0.34667010752113325,1.0241767426052073,-0.35918317530213184,0.7796058517646507,0.35374138020062024,-1.0153835412142773,0.33590535924084675,0.5062922881274423,,0.4246031746031746,,
GSE150623,DWS_vs_DI,hsa-miR-3194-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.6649226113065291,0.2666770585659036,1.159921266092036,0.800031175697711,0.39824555274062545,1.317904245470123,0.40892284405388274,0.9738892275926498,0.34128832208721893,0.5062922881274423,,0.6111111111111112,,
GSE150623,DWS_vs_DI,hsa-miR-4466,14.0,9.0,Dengue with warning signs,Dengue infection,0.7785514454982653,1.5929012102766342,0.8478490530619673,2.35669741444545,-0.814349764778369,0.5686647310155434,0.8175939827369046,-0.996031993841643,0.34432011951432184,0.5062922881274423,,0.46825396825396826,,
GSE150623,DWS_vs_DI,hsa-miR-1255a,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.30385360432390995,0.0,0.9115608129717299,-0.30385360432390995,0.8100856718925443,0.30385360432390995,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-1262,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.22936051174067382,0.0,0.6880815352220214,-0.22936051174067382,0.8530129140448725,0.22936051174067382,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-1293,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.2938070438640976,0.0,0.8814211315922929,-0.2938070438640976,0.815746589703607,0.2938070438640976,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-3140-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1212980950935017,0.0,0.3638942852805051,-0.1212980950935017,0.9193600648791083,0.1212980950935017,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-3146,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1824676081219806,0.0,0.5474028243659418,-0.1824676081219806,0.8811944977521065,0.1824676081219806,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-3648,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.31304678734495306,0.0,0.9391403620348591,-0.31304678734495306,0.8049400325770253,0.313046787344953,-1.0000000000000002,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-3667-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.2643225742944579,0.0,0.7929677228833736,-0.2643225742944579,0.8325895901428035,0.2643225742944579,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-3680-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1590298364669254,0.0,0.47708950940077616,-0.1590298364669254,0.8956271473779209,0.1590298364669254,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-3680-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1590298364669254,0.0,0.47708950940077616,-0.1590298364669254,0.8956271473779209,0.1590298364669254,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-370-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.31285784212365597,0.0,0.9385735263709679,-0.31285784212365597,0.8050454599390499,0.31285784212365597,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-378e,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.14753212715194378,0.0,0.4425963814558313,-0.14753212715194378,0.9027934601958966,0.14753212715194375,-1.0000000000000002,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4326,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.2948579685899141,0.0,0.8845739057697423,-0.2948579685899141,0.8151525791409152,0.2948579685899141,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4429,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.09026630927065477,0.0,0.2707989278119643,-0.09026630927065477,0.9393493372872331,0.09026630927065477,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4433a-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1212980950935017,0.0,0.3638942852805051,-0.1212980950935017,0.9193600648791083,0.1212980950935017,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4465,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1212980950935017,0.0,0.3638942852805051,-0.1212980950935017,0.9193600648791083,0.1212980950935017,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4485-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1908611256601209,0.0,0.5725833769803627,-0.1908611256601209,0.8760826430364427,0.1908611256601209,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4660,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.31285784212365597,0.0,0.9385735263709679,-0.31285784212365597,0.8050454599390499,0.31285784212365597,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4673,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.22303584432622447,0.0,0.6691075329786734,-0.22303584432622447,0.8567606679480623,0.22303584432622447,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4695-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.22303584432622447,0.0,0.6691075329786734,-0.22303584432622447,0.8567606679480623,0.22303584432622447,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4729,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.18984172536046334,0.0,0.56952517608139,-0.18984172536046334,0.8767018969190314,0.18984172536046331,-1.0000000000000002,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4743-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1212980950935017,0.0,0.3638942852805051,-0.1212980950935017,0.9193600648791083,0.1212980950935017,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-5006-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1212980950935017,0.0,0.3638942852805051,-0.1212980950935017,0.9193600648791083,0.1212980950935017,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-518b,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.18984172536046334,0.0,0.56952517608139,-0.18984172536046334,0.8767018969190314,0.18984172536046331,-1.0000000000000002,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-5193,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1212980950935017,0.0,0.3638942852805051,-0.1212980950935017,0.9193600648791083,0.1212980950935017,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-548ai,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1908611256601209,0.0,0.5725833769803627,-0.1908611256601209,0.8760826430364427,0.1908611256601209,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-548aq-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.27415756323102924,0.0,0.8224726896930877,-0.27415756323102924,0.8269330504239707,0.27415756323102924,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-548ba,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1824676081219806,0.0,0.5474028243659418,-0.1824676081219806,0.8811944977521065,0.1824676081219806,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-548j-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.22303584432622447,0.0,0.6691075329786734,-0.22303584432622447,0.8567606679480623,0.22303584432622447,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-548l,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.23872873358295615,0.0,0.7161862007488685,-0.23872873358295615,0.8474917717691093,0.23872873358295615,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-5697,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1212980950935017,0.0,0.3638942852805051,-0.1212980950935017,0.9193600648791083,0.1212980950935017,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6721-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1824676081219806,0.0,0.5474028243659418,-0.1824676081219806,0.8811944977521065,0.1824676081219806,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6738-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.2655950713144042,0.0,0.7967852139432126,-0.2655950713144042,0.8318555468144142,0.2655950713144042,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6746-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.18955063547467033,0.0,0.5686519064240109,-0.18955063547467033,0.8768788052711538,0.1895506354746703,-1.0000000000000002,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6748-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1212980950935017,0.0,0.3638942852805051,-0.1212980950935017,0.9193600648791083,0.1212980950935017,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6753-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.22936051174067382,0.0,0.6880815352220214,-0.22936051174067382,0.8530129140448725,0.22936051174067382,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6764-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1908611256601209,0.0,0.5725833769803627,-0.1908611256601209,0.8760826430364427,0.1908611256601209,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6782-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.35923266107769125,0.0,1.0776979832330738,-0.35923266107769125,0.7795791110207896,0.35923266107769125,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6800-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.1212980950935017,0.0,0.3638942852805051,-0.1212980950935017,0.9193600648791083,0.1212980950935017,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6821-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.34024476739230936,0.0,1.020734302176928,-0.34024476739230936,0.7899072849602066,0.3402447673923093,-1.0000000000000002,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6828-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.7059103291292752,0.0,2.1177309873878256,-0.7059103291292752,0.6130555333772688,0.7059103291292752,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6832-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.18955063547467033,0.0,0.5686519064240109,-0.18955063547467033,0.8768788052711538,0.1895506354746703,-1.0000000000000002,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6885-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.2566814200988663,0.0,0.7700442602965989,-0.2566814200988663,0.8370110533686055,0.2566814200988663,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6885-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.2566814200988663,0.0,0.7700442602965989,-0.2566814200988663,0.8370110533686055,0.2566814200988663,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6895-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.30501437840541545,0.0,0.9150431352162464,-0.30501437840541545,0.8094341494022228,0.30501437840541545,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-7110-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.41990137336219235,0.0,1.259704120086577,-0.41990137336219235,0.7474757220861546,0.41990137336219235,-1.0,0.34659350708733416,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-3145-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.2666770585659036,0.0,0.800031175697711,-0.2666770585659036,0.8312319086616479,0.2666770585659037,-0.9999999999999998,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-3197,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.12230209579314212,0.0,0.3669062873794264,-0.12230209579314212,0.9187204861627273,0.12230209579314213,-0.9999999999999999,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-3617-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.12230209579314212,0.0,0.3669062873794264,-0.12230209579314212,0.9187204861627273,0.12230209579314213,-0.9999999999999999,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-3675-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.11590511355445529,0.0,0.3477153406633659,-0.11590511355445529,0.9228031836745237,0.1159051135544553,-0.9999999999999999,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4671-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.12230209579314212,0.0,0.3669062873794264,-0.12230209579314212,0.9187204861627273,0.12230209579314213,-0.9999999999999999,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4787-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.12230209579314212,0.0,0.3669062873794264,-0.12230209579314212,0.9187204861627273,0.12230209579314213,-0.9999999999999999,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4787-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.12230209579314212,0.0,0.3669062873794264,-0.12230209579314212,0.9187204861627273,0.12230209579314213,-0.9999999999999999,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-548al,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.2666770585659036,0.0,0.800031175697711,-0.2666770585659036,0.8312319086616479,0.2666770585659037,-0.9999999999999998,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-5586-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.2941235561768386,0.0,0.8823706685305159,-0.2941235561768386,0.8155676430018107,0.29412355617683866,-0.9999999999999998,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-664b-3p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.12230209579314212,0.0,0.3669062873794264,-0.12230209579314212,0.9187204861627273,0.12230209579314213,-0.9999999999999999,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6873-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.12230209579314212,0.0,0.3669062873794264,-0.12230209579314212,0.9187204861627273,0.12230209579314213,-0.9999999999999999,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6886-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.12230209579314212,0.0,0.3669062873794264,-0.12230209579314212,0.9187204861627273,0.12230209579314213,-0.9999999999999999,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-875-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.0,0.40370162075423666,0.0,1.21110486226271,-0.40370162075423666,0.7559162871526869,0.4037016207542367,-0.9999999999999999,0.3465935070873343,0.5062922881274423,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-4657,14.0,9.0,Dengue with warning signs,Dengue infection,0.1194126952545116,0.41389696998634534,0.44680139327362894,0.8244856891323589,-0.29448427473183375,0.8153637512588938,0.29965001393766444,-0.9827607576654233,0.3467294260447245,0.5062922881274423,,0.4166666666666667,,
GSE150623,DWS_vs_DI,hsa-miR-532-5p,14.0,9.0,Dengue with warning signs,Dengue infection,7.795786009021134,7.445089995966545,1.006845129767181,0.7599942718282421,0.35069601305458864,1.275175674043202,0.36957624965549896,0.9489138259871689,0.35381508131753225,0.515637482850357,,0.6190476190476191,,
GSE150623,DWS_vs_DI,hsa-miR-96-5p,14.0,9.0,Dengue with warning signs,Dengue infection,3.835455618380198,2.840637018855416,3.168119026363421,1.8783814671139185,0.9948185995247822,1.992829936989852,1.0530727548043413,0.9446817373122691,0.35559845533814816,0.5159268135856084,,0.5476190476190477,,
GSE150623,DWS_vs_DI,hsa-miR-4647,14.0,9.0,Dengue with warning signs,Dengue infection,0.145372225471447,0.46509143383493484,0.3695583169799454,0.9429498791107089,-0.3197192083634879,0.8012258049383346,0.329469544682681,-0.9704059556442951,0.3556569914420945,0.5159268135856084,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-129-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.13284425579687428,0.42119634170493675,0.3615375719932996,0.8453176556782945,-0.2883520859080625,0.8188368385090509,0.29787943509857695,-0.9680160895049315,0.35607183012091853,0.5159268135856084,,0.4444444444444444,,
GSE150623,DWS_vs_DI,hsa-miR-6758-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.1137722090828337,0.4975058074322409,0.4256966265243741,1.141724291945848,-0.3837335983494072,0.7664514965625387,0.3972169011251969,-0.9660555662722418,0.35809408755991246,0.5178591420097195,,0.4246031746031746,,
GSE150623,DWS_vs_DI,hsa-miR-3064-5p,14.0,9.0,Dengue with warning signs,Dengue infection,0.33033256427539065,0.7476265781872622,0.8469669682027625,1.151643061986363,-0.41729401391187154,0.7488278443545529,0.4456502454336379,-0.9363711075842123,0.36550263162165336,0.5275585009203134,,0.40476190476190477,,
