,sample_20035,Sample_20139,sample_20185,Sample_20260,Sample_20464,sample_20476,Sample_20654,Sample_20655,Sample_20688,Sample_20736,sample_B10,Sample_B11,Sample_B12,Sample_B13,Sample_B14,sample_B15,Sample_B2,Sample_B3,Sample_B4,Sample_B5,sample_B6,Sample_B7,Sample_B8,Sample_B9,Sample_C1,sample_C10,Sample_C11,Sample_C12,Sample_C13,Sample_C14,Sample_C15,Sample_C2,Sample_C3,Sample_C4,Sample_C5,Sample_C6,Sample_C7,Sample_C8,Sample_C9
hsa-miR-589-5p,7.462881364274699,8.001745127637507,7.875807306324994,7.125636414275866,7.493944158784692,6.214423601219282,7.667859612114441,7.15296495594259,6.533395435283783,6.3405513280431505,6.055053860075242,4.579143323316403,5.27415559238526,4.3773732389055855,7.0006056681413265,3.702248113998157,7.712140110574386,7.2865973935495925,7.459533245957821,5.4830748746443385,6.659074388314812,7.111319263964154,6.799560214937194,5.396312849878492,4.813140720500991,4.756171795554968,3.8907583355444366,4.534522799618233,8.724160552264674,0.0,0.0,4.408836792463355,0.0,6.475637574432389,0.0,0.0,0.0,6.401004183705645,0.0
hsa-miR-590-5p,0.0,0.0,0.0,0.0,0.0,1.100718862138279,0.0,0.0,1.0916828558415153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7483400288908464,0.0,0.0,1.6277793250588073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4312685282023285,0.0,0.0,0.0,0.6006497729130513,0.0,2.705773587162871,0.0,0.0,0.0,1.7483400288908464,0.0,1.8805022031261258,0.0,1.6717777335631625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-599,0.0,0.0,3.023365906959195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0293208376200165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.022581445102276,0.0,1.0655962612274466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-610,1.7085755282441701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3101327808897967,0.0,0.0,2.5071056066479858,0.0,0.0,0.0,0.0,0.0,0.0,1.1242347308974603,0.0,0.0,0.0,1.4965771754832178,0.0,3.32732889448306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-615-5p,0.0,0.0,0.0,1.0358722191380376,3.074679306403562,1.100718862138279,0.0,0.0,0.0,0.0,0.0,1.0293208376200165,0.6006497729130513,0.0,0.0,0.0,2.594766380565373,0.0,0.4784917291939712,0.0,1.022581445102276,0.7628078701437137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-616-5p,1.3289817775247432,0.0,2.745129405648739,0.0,1.6422084730978255,2.1485586022466054,0.0,0.0,0.0,2.00732259893602,0.0,0.0,0.8958188240437217,0.0,3.4151005694727425,0.859703066754126,0.0,2.6390184421457543,3.488700539527256,1.4966972048117095,1.8805022031261258,3.8317765907377788,1.0655962612274466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.547613879122224,0.0,0.0
hsa-miR-618,0.0,0.0,0.0,3.3858694110486525,0.0,1.100718862138279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9115144204510284,0.0,0.0,0.0,0.0,0.0,0.0,2.71684136354252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-619-5p,0.0,0.0,0.0,0.0,0.0,1.717750130941088,0.0,0.0,2.1354280774389305,2.467418069079263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2802330917871894,2.7017726047882316,0.0,0.0,0.0,0.789679037002571,0.0,0.0,0.0,0.0,2.231402068989172,0.0,6.770011943897375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-624-5p,0.0,0.0,0.0,0.0,0.0,1.100718862138279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5928109271596718,0.0,1.1242347308974603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
